request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
293,BasicRequest,1,17460,17460,8812;-1;-1,2944;-1;-1,,,,,9380.02624989478,215351.86,0:,,,,,,,,0
2969,BasicRequest,1,18660,18660,1598;-1;-1,2944;-1;-1,,,,,13454.42524051247,315431.1279999999,0:,,,,,,,,0
2327,BasicRequest,1,19380,19380,11707;-1;-1,2944;-1;-1,,,,,10406.610167531468,238009.90200000003,0:,,,,,,,,0
2319,BasicRequest,1,21000,21000,10293;-1;-1,2944;-1;-1,,,,,7751.306216553226,178034.788,0:,,,,,,,,0
1967,BasicRequest,1,21300,21300,12392;-1;-1,2944;-1;-1,,,,,10720.80242938241,249034.83700000006,0:,,,,,,,,0
2317,BasicRequest,1,21540,21540,11599;-1;-1,2944;-1;-1,,,,,6287.599565403629,140698.06300000002,0:,,,,,,,,0
2307,BasicRequest,1,21780,21780,7849;-1;-1,2944;-1;-1,,,,,6574.700299700687,140184.222,0:,,,,,,,,0
287,BasicRequest,1,21900,21900,11265;-1;-1,2944;-1;-1,,,,,6554.206582281889,153629.32300000003,0:,,,,,,,,0
1,BasicRequest,1,22260,22260,7098;-1;-1,2944;-1;-1,,,,,6190.953722515642,124727.529,0:,,,,,,,,0
1819,BasicRequest,1,22740,22740,12802;-1;-1,2944;-1;-1,,,,,9306.54155792779,216405.49099999998,0:,,,,,,,,0
2613,BasicRequest,1,22740,22740,1591;-1;-1,2944;-1;-1,,,,,11216.92986969095,270186.061,0:,,,,,,,,0
2989,BasicRequest,1,22920,22920,12394;-1;-1,2944;-1;-1,,,,,6990.461250656599,168365.15800000005,0:,,,,,,,,0
7,BasicRequest,1,23040,23040,7121;-1;-1,2944;-1;-1,,,,,11398.75701965157,265916.17899999995,0:,,,,,,,,0
191,BasicRequest,1,23040,23040,9779;-1;-1,2944;-1;-1,,,,,6820.359407739868,154295.488,0:,,,,,,,,0
2305,BasicRequest,1,23280,23280,7843;-1;-1,2944;-1;-1,,,,,5486.886017537764,119903.369,0:,,,,,,,,0
2027,BasicRequest,1,23520,23520,11423;-1;-1,2944;-1;-1,,,,,3832.8789852415475,82436.47,0:,,,,,,,,0
2625,BasicRequest,1,23580,23580,4629;-1;-1,2944;-1;-1,,,,,4107.830437941931,90067.98400000001,0:,,,,,,,,0
291,BasicRequest,1,23760,23760,7385;-1;-1,2944;-1;-1,,,,,8368.360013195106,176588.65399999992,0:,,,,,,,,0
2731,BasicRequest,1,24120,24120,10694;-1;-1,2944;-1;-1,,,,,6520.968887819481,155506.58000000002,0:,,,,,,,,0
2535,BasicRequest,1,24180,24180,8031;-1;-1,2944;-1;-1,,,,,2680.0722280966793,57782.390000000014,0:,,,,,,,,0
2021,BasicRequest,1,24240,24240,3417;-1;-1,2944;-1;-1,,,,,3523.6968368805055,71576.736,0:,,,,,,,,0
2655,BasicRequest,1,24420,24420,4780;-1;-1,2944;-1;-1,,,,,3285.9978366979644,56602.78400000002,0:,,,,,,,,0
2311,BasicRequest,1,24480,24480,11610;-1;-1,2944;-1;-1,,,,,5378.940387801287,120172.61300000003,0:,,,,,,,,0
2677,BasicRequest,1,24900,24900,10601;-1;-1,2944;-1;-1,,,,,4297.677540222967,79540.659,0:,,,,,,,,0
157,BasicRequest,1,24960,24960,7225;-1;-1,2944;-1;-1,,,,,3365.9006146439697,69302.65299999999,0:,,,,,,,,0
2339,BasicRequest,1,24960,24960,7893;-1;-1,2944;-1;-1,,,,,2996.828289006822,65249.14099999999,0:,,,,,,,,0
2359,BasicRequest,1,25020,25020,10361;-1;-1,2944;-1;-1,,,,,1909.026880891152,37632.649999999994,0:,,,,,,,,0
2457,BasicRequest,1,25020,25020,11880;-1;-1,2944;-1;-1,,,,,3277.065204522892,65053.197,0:,,,,,,,,0
2651,BasicRequest,1,25020,25020,4753;-1;-1,2944;-1;-1,,,,,3824.7815791041467,85981.90600000002,0:,,,,,,,,0
2537,BasicRequest,1,25080,25080,8031;-1;-1,2944;-1;-1,,,,,2680.0722280966793,57782.390000000014,0:,,,,,,,,0
2733,BasicRequest,1,25080,25080,10703;-1;-1,2944;-1;-1,,,,,4319.160306551731,100773.61600000001,0:,,,,,,,,0
185,BasicRequest,1,25140,25140,2794;-1;-1,2944;-1;-1,,,,,5832.581838457173,116796.05400000003,0:,,,,,,,,0
2987,BasicRequest,1,25140,25140,12206;-1;-1,2944;-1;-1,,,,,6002.099413670046,144220.35100000005,0:,,,,,,,,0
2551,BasicRequest,1,25260,25260,4571;-1;-1,2944;-1;-1,,,,,2191.8426159088067,38309.81199999999,0:,,,,,,,,0
2331,BasicRequest,1,25620,25620,10328;-1;-1,2944;-1;-1,,,,,7446.89766804966,148393.619,0:,,,,,,,,0
39,BasicRequest,1,25680,25680,2366;-1;-1,2944;-1;-1,,,,,2713.5995470828166,53579.10900000002,0:,,,,,,,,0
1843,BasicRequest,1,25740,25740,6789;-1;-1,2944;-1;-1,,,,,1981.5776757274816,43952.114,0:,,,,,,,,0
2391,BasicRequest,1,25740,25740,11768;-1;-1,2944;-1;-1,,,,,2168.8537926907193,45237.902,0:,,,,,,,,0
2719,BasicRequest,1,25740,25740,12107;-1;-1,2944;-1;-1,,,,,3759.9508269626344,77546.60800000001,0:,,,,,,,,0
177,BasicRequest,1,25800,25800,7278;-1;-1,2944;-1;-1,,,,,8982.661065782067,207997.80199999997,0:,,,,,,,,0
2463,BasicRequest,1,25860,25860,12514;-1;-1,2944;-1;-1,,,,,2709.216881585987,60457.19000000001,0:,,,,,,,,0
281,BasicRequest,1,25920,25920,9863;-1;-1,2944;-1;-1,,,,,1389.5427388420187,23804.447999999997,0:,,,,,,,,0
2557,BasicRequest,1,25920,25920,8076;-1;-1,2944;-1;-1,,,,,8123.174139337246,183750.30400000003,0:,,,,,,,,0
2167,BasicRequest,1,25980,25980,4085;-1;-1,2944;-1;-1,,,,,1526.8457267854053,25785.518000000004,0:,,,,,,,,0
2179,BasicRequest,1,25980,25980,4085;-1;-1,2944;-1;-1,,,,,1526.8457267854053,25785.518000000004,0:,,,,,,,,0
195,BasicRequest,1,26280,26280,9786;-1;-1,2944;-1;-1,,,,,7464.548879402188,172907.108,0:,,,,,,,,0
65,BasicRequest,1,26340,26340,11126;-1;-1,2944;-1;-1,,,,,8820.91330896827,204880.98400000005,0:,,,,,,,,0
2965,BasicRequest,1,26340,26340,5384;-1;-1,2944;-1;-1,,,,,3991.700438259862,90699.111,0:,,,,,,,,0
2205,BasicRequest,1,26400,26400,6606;-1;-1,2944;-1;-1,,,,,1248.447962063315,22626.904,0:,,,,,,,,0
1871,BasicRequest,1,26460,26460,3139;-1;-1,2944;-1;-1,,,,,2558.845856798879,47998.47900000001,0:,,,,,,,,0
2351,BasicRequest,1,26640,26640,8903;-1;-1,2944;-1;-1,,,,,3590.7160083109916,79320.19399999999,0:,,,,,,,,0
1805,BasicRequest,1,26700,26700,10092;-1;-1,2944;-1;-1,,,,,4972.508655097491,98396.52100000001,0:,,,,,,,,0
1817,BasicRequest,1,26700,26700,10092;-1;-1,2944;-1;-1,,,,,4972.508655097491,98396.52100000001,0:,,,,,,,,0
2961,BasicRequest,1,26760,26760,4972;-1;-1,2944;-1;-1,,,,,4953.629783791293,106661.63699999999,0:,,,,,,,,0
2549,BasicRequest,1,26820,26820,8033;-1;-1,2944;-1;-1,,,,,2799.3566315808666,49518.706999999995,0:,,,,,,,,0
2937,BasicRequest,1,26820,26820,6535;-1;-1,2944;-1;-1,,,,,1484.9099249561252,33132.285,0:,,,,,,,,0
3,BasicRequest,1,26880,26880,7068;-1;-1,2944;-1;-1,,,,,6302.8168805944915,129135.82999999999,0:,,,,,,,,0
2533,BasicRequest,1,26880,26880,8031;-1;-1,2944;-1;-1,,,,,2680.0722280966793,57782.390000000014,0:,,,,,,,,0
73,BasicRequest,1,27000,27000,2494;-1;-1,2944;-1;-1,,,,,4611.043327143494,106587.45000000001,0:,,,,,,,,0
127,BasicRequest,1,27000,27000,10948;-1;-1,2944;-1;-1,,,,,1879.460688188873,39049.079,0:,,,,,,,,0
1813,BasicRequest,1,27060,27060,10075;-1;-1,2944;-1;-1,,,,,4092.0559805238313,76334.858,0:,,,,,,,,0
2659,BasicRequest,1,27120,27120,4780;-1;-1,2944;-1;-1,,,,,3285.9978366979644,56602.78400000002,0:,,,,,,,,0
2207,BasicRequest,1,27300,27300,6606;-1;-1,2944;-1;-1,,,,,1248.447962063315,22626.904,0:,,,,,,,,0
263,BasicRequest,1,27360,27360,9872;-1;-1,2944;-1;-1,,,,,2947.325044810882,53616.77199999999,0:,,,,,,,,0
2431,BasicRequest,1,27420,27420,11863;-1;-1,2944;-1;-1,,,,,2928.1677525266223,61943.695999999996,0:,,,,,,,,0
133,BasicRequest,1,27480,27480,9601;-1;-1,2944;-1;-1,,,,,2467.907750036363,47917.125,0:,,,,,,,,0
2473,BasicRequest,1,27480,27480,11895;-1;-1,2944;-1;-1,,,,,2876.677297682454,62881.68900000001,0:,,,,,,,,0
2847,BasicRequest,1,27480,27480,4906;-1;-1,2944;-1;-1,,,,,1464.6955226959908,30749.931000000004,0:,,,,,,,,0
1887,BasicRequest,1,27540,27540,9175;-1;-1,2944;-1;-1,,,,,1787.8748732920003,36416.31400000001,0:,,,,,,,,0
2017,BasicRequest,1,27540,27540,3411;-1;-1,2944;-1;-1,,,,,4351.432803598895,96558.139,0:,,,,,,,,0
1937,BasicRequest,1,27600,27600,3293;-1;-1,2944;-1;-1,,,,,3045.0405504288365,72956.44,0:,,,,,,,,0
33,BasicRequest,1,27660,27660,2382;-1;-1,2944;-1;-1,,,,,1856.1268052811747,38379.47900000001,0:,,,,,,,,0
2479,BasicRequest,1,27660,27660,11861;-1;-1,2944;-1;-1,,,,,2628.7096985767776,58987.99100000001,0:,,,,,,,,0
1981,BasicRequest,1,27720,27720,10232;-1;-1,2944;-1;-1,,,,,2200.7123993044484,39602.398,0:,,,,,,,,0
183,BasicRequest,1,27780,27780,7310;-1;-1,2944;-1;-1,,,,,10139.36629960227,227808.69299999997,0:,,,,,,,,0
2301,BasicRequest,1,27780,27780,11493;-1;-1,2944;-1;-1,,,,,7126.081342207426,164552.03300000005,0:,,,,,,,,0
2531,BasicRequest,1,27780,27780,8031;-1;-1,2944;-1;-1,,,,,2680.0722280966793,57782.390000000014,0:,,,,,,,,0
2669,BasicRequest,1,27780,27780,10859;-1;-1,2944;-1;-1,,,,,5017.1048717119465,102527.008,0:,,,,,,,,0
1955,BasicRequest,1,27840,27840,7495;-1;-1,2944;-1;-1,,,,,8665.238070330963,205403.55099999998,0:,,,,,,,,0
1097,BasicRequest,1,27180,27180,5712;-1;-1,2944;-1;-1,,,,,360.67434668337296,6278.558999999999,0:t_wait:366.50969360222007;t_drive:390.6743466833723;fare:627,,,0,10,27546.50969360221,27937.184040285574,627,0
165,BasicRequest,1,28020,28020,9674;-1;-1,2944;-1;-1,,,,,5086.784902458792,84531.877,0:,,,,,,,,0
1775,BasicRequest,1,28020,28020,6323;-1;-1,2944;-1;-1,,,,,inf,inf,0:,,,,,,,,0
1673,BasicRequest,1,26640,26640,6968;-1;-1,2944;-1;-1,,,,,635.7403684889254,10073.012000000002,0:t_wait:634.4145104319687;t_drive:665.740368488925;fare:1007,,,0.0,3.0,27274.41451043196,28067.31947620764,1007.0,0
1699,BasicRequest,1,27180,27180,6422;-1;-1,2944;-1;-1,,,,,513.3269872774167,8363.664999999999,0:t_wait:343.9924889302165;t_drive:543.3269872774181;fare:836,,,0.0,3.0,27523.99248893022,28067.31947620764,836.0,0
2601,BasicRequest,1,28080,28080,10542;-1;-1,2944;-1;-1,,,,,2987.0088530147805,64420.125,0:,,,,,,,,0
3011,BasicRequest,1,28080,28080,5118;-1;-1,2944;-1;-1,,,,,1388.3102440359091,23841.813000000002,0:,,,,,,,,0
2421,BasicRequest,1,28140,28140,11831;-1;-1,2944;-1;-1,,,,,1988.956702867935,43212.64,0:,,,,,,,,0
2501,BasicRequest,1,28140,28140,10462;-1;-1,2944;-1;-1,,,,,4951.27656909381,97492.92500000002,0:,,,,,,,,0
2579,BasicRequest,1,28140,28140,10540;-1;-1,2944;-1;-1,,,,,2953.2790413648163,63816.981999999996,0:,,,,,,,,0
2849,BasicRequest,1,28140,28140,4872;-1;-1,2944;-1;-1,,,,,1324.07426956428,27992.173000000003,0:,,,,,,,,0
911,BasicRequest,1,27180,27180,6828;-1;-1,2944;-1;-1,,,,,451.2629379925437,5942.573,0:t_wait:451.0058960502611;t_drive:481.262937992542;fare:594,,,0.0,9.0,27631.00589605026,28184.41787301475,594.0,0
917,BasicRequest,1,27180,27180,6828;-1;-1,2944;-1;-1,,,,,451.2629379925437,5942.573,0:t_wait:451.0058960502611;t_drive:481.262937992542;fare:594,,,0.0,9.0,27631.00589605026,28184.41787301475,594.0,0
1607,BasicRequest,1,27240,27240,2950;-1;-1,2944;-1;-1,,,,,418.44447833296726,6394.414000000001,0:t_wait:495.97339468178325;t_drive:448.44447833296726;fare:639,,,0.0,9.0,27735.973394681787,28184.41787301475,639.0,0
171,BasicRequest,1,28200,28200,11219;-1;-1,2944;-1;-1,,,,,7868.269655409609,172381.99099999998,0:,,,,,,,,0
1875,BasicRequest,1,28200,28200,6318;-1;-1,2944;-1;-1,,,,,2085.1538083522937,48124.34,0:,,,,,,,,0
159,BasicRequest,1,28260,28260,7262;-1;-1,2944;-1;-1,,,,,3504.923576608803,66469.546,0:,,,,,,,,0
207,BasicRequest,1,28260,28260,7343;-1;-1,2944;-1;-1,,,,,5633.378778136155,117431.47099999999,0:,,,,,,,,0
139,BasicRequest,1,28380,28380,9613;-1;-1,2944;-1;-1,,,,,8184.65347200122,190102.523,0:,,,,,,,,0
269,BasicRequest,1,28380,28380,9877;-1;-1,2944;-1;-1,,,,,1828.8881097542403,30725.121000000003,0:,,,,,,,,0
1931,BasicRequest,1,28380,28380,3303;-1;-1,2944;-1;-1,,,,,3735.304618095094,86480.289,0:,,,,,,,,0
237,BasicRequest,1,28440,28440,9864;-1;-1,2944;-1;-1,,,,,1718.8647042974671,35482.126,0:,,,,,,,,0
2685,BasicRequest,1,28440,28440,12051;-1;-1,2944;-1;-1,,,,,12656.001158932837,275043.801,0:,,,,,,,,0
699,BasicRequest,1,27120,27120,10054;-1;-1,2944;-1;-1,,,,,704.233884521482,12170.767999999998,0:t_wait:631.1672917465803;t_drive:734.2338845214836;fare:1217,,,0,6,27751.167291746577,28485.40117626806,1217,0
837,BasicRequest,1,27180,27180,3022;-1;-1,2944;-1;-1,,,,,593.5259374642842,9186.113999999998,0:t_wait:644.1682071189534;t_drive:623.5259374642847;fare:918,,,0,8,27824.16820711895,28447.694144583234,918,0
1381,BasicRequest,1,27120,27120,3013;-1;-1,2944;-1;-1,,,,,592.6384329904115,9171.830999999998,0:t_wait:643.2807026450828;t_drive:622.6384329904104;fare:917,,,0.0,7.0,27763.280702645076,28518.785215481294,917.0,0
1411,BasicRequest,1,27120,27120,3013;-1;-1,2944;-1;-1,,,,,592.6384329904115,9171.830999999998,0:t_wait:643.2807026450828;t_drive:622.6384329904104;fare:917,,,0.0,7.0,27763.280702645076,28518.785215481294,917.0,0
1563,BasicRequest,1,27120,27120,3031;-1;-1,2944;-1;-1,,,,,522.0376548749421,8583.308,0:t_wait:846.7475606063526;t_drive:552.0376548749409;fare:858,,,0.0,7.0,27966.74756060635,28518.785215481294,858.0,0
1565,BasicRequest,1,27120,27120,3031;-1;-1,2944;-1;-1,,,,,522.0376548749421,8583.308,0:t_wait:846.7475606063526;t_drive:552.0376548749409;fare:858,,,0.0,7.0,27966.74756060635,28518.785215481294,858.0,0
1879,BasicRequest,1,28560,28560,3130;-1;-1,2944;-1;-1,,,,,2820.700641645969,59496.316000000006,0:,,,,,,,,0
2539,BasicRequest,1,28560,28560,8048;-1;-1,2944;-1;-1,,,,,3388.9783591740957,70504.88000000003,0:,,,,,,,,0
67,BasicRequest,1,28680,28680,11210;-1;-1,2944;-1;-1,,,,,9750.669298694153,219012.68000000005,0:,,,,,,,,0
2191,BasicRequest,1,28680,28680,4085;-1;-1,2944;-1;-1,,,,,1526.8457267854053,25785.518000000004,0:,,,,,,,,0
2713,BasicRequest,1,28680,28680,9272;-1;-1,2944;-1;-1,,,,,5634.504616202825,124502.71599999999,0:,,,,,,,,0
2237,BasicRequest,1,26640,26640,4078;-1;-1,2944;-1;-1,,,,,977.2606472684814,18524.007999999998,0:t_wait:977.9008660558575;t_drive:1007.260647268482;fare:1852,,,0.0,4.0,27689.640248503536,28696.90089577201,1852.0,0
2243,BasicRequest,1,26640,26640,4078;-1;-1,2944;-1;-1,,,,,977.2606472684814,18524.007999999998,0:t_wait:977.9008660558575;t_drive:1007.260647268482;fare:1852,,,0.0,4.0,27689.640248503536,28696.90089577201,1852.0,0
2059,BasicRequest,1,26880,26880,4189;-1;-1,2944;-1;-1,,,,,894.5725002914795,17251.868,0:t_wait:653.2342861950747;t_drive:1163.6666095769433;fare:1725,,,0.0,4.0,27533.234286195075,28696.90089577201,1725.0,0
2313,BasicRequest,1,28740,28740,11509;-1;-1,2944;-1;-1,,,,,5105.0621635645575,120406.12800000003,0:,,,,,,,,0
589,BasicRequest,1,28500,28500,5899;-1;-1,2944;-1;-1,,,,,141.03754533085606,2225.4780000000005,0:t_wait:139.11463541886042;t_drive:171.0375453308552;fare:222,,,0,8,28639.114635418857,28810.15218074971,222,0
3063,BasicRequest,1,26400,26400,5130;-1;-1,2944;-1;-1,,,,,1363.4569196772527,25690.742999999995,0:t_wait:968.2262958758038;t_drive:1393.4569196772536;fare:2569,,,0.0,0.0,27368.226295875796,28888.84781283981,2569.0,0
3055,BasicRequest,1,26520,26520,5130;-1;-1,2944;-1;-1,,,,,1363.4569196772527,25690.742999999995,0:t_wait:848.2262958758001;t_drive:1393.4569196772536;fare:2569,,,0.0,0.0,27368.226295875796,28888.84781283981,2569.0,0
1719,BasicRequest,1,28080,28080,6422;-1;-1,2944;-1;-1,,,,,513.3269872774167,8363.664999999999,0:t_wait:265.5208255623875;t_drive:543.3269872774181;fare:836,,,0.0,0.0,28345.52082556239,28888.84781283981,836.0,0
2031,BasicRequest,1,28920,28920,3916;-1;-1,2944;-1;-1,,,,,5956.463604481058,135269.44999999995,0:,,,,,,,,0
2829,BasicRequest,1,26580,26580,4854;-1;-1,2944;-1;-1,,,,,1149.9587504620706,24398.956,0:t_wait:1054.7546285889875;t_drive:1179.9587504620722;fare:2439,,,0.0,2.0,27634.754628588973,28991.635816776725,2439.0,0
1049,BasicRequest,1,28020,28020,2980;-1;-1,2944;-1;-1,,,,,444.3918710111103,7413.904,0:t_wait:467.2439457656219;t_drive:474.3918710111102;fare:741,,,0.0,2.0,28487.243945765622,28991.635816776725,741.0,0
439,BasicRequest,1,28260,28260,2911;-1;-1,2944;-1;-1,,,,,300.8527581800437,4847.195,0:t_wait:400.7830585966876;t_drive:330.8527581800445;fare:484,,,0.0,2.0,28660.783058596688,28991.635816776725,484.0,0
597,BasicRequest,1,28440,28440,2941;-1;-1,2944;-1;-1,,,,,255.45977353599517,3458.331,0:t_wait:255.94512657425003;t_drive:285.45977353599665;fare:345,,,0.0,9.0,28695.945126574254,28981.404900110247,345.0,0
187,BasicRequest,1,29040,29040,10701;-1;-1,2944;-1;-1,,,,,4982.075746454129,117996.872,0:,,,,,,,,0
1139,BasicRequest,1,27000,27000,9947;-1;-1,2944;-1;-1,,,,,734.4767280738959,12753.966999999997,0:t_wait:1098.967608177678;t_drive:764.4767280738961;fare:1275,,,0.0,5.0,28098.96760817768,29054.89491722511,1275.0,0
1155,BasicRequest,1,27000,27000,9947;-1;-1,2944;-1;-1,,,,,734.4767280738959,12753.966999999997,0:t_wait:1098.967608177678;t_drive:764.4767280738961;fare:1275,,,0.0,5.0,28098.96760817768,29054.89491722511,1275.0,0
1167,BasicRequest,1,27780,27780,10077;-1;-1,2944;-1;-1,,,,,723.2542463094488,10942.675,0:t_wait:521.6406709156581;t_drive:753.2542463094505;fare:1094,,,0.0,5.0,28301.640670915658,29054.89491722511,1094.0,0
2791,BasicRequest,1,29100,29100,4894;-1;-1,2944;-1;-1,,,,,1239.880068256095,22319.216999999997,0:,,,,,,,,0
2891,BasicRequest,1,29100,29100,4807;-1;-1,2944;-1;-1,,,,,1845.4694829628374,42926.090000000004,0:,,,,,,,,0
109,BasicRequest,1,29160,29160,9574;-1;-1,2944;-1;-1,,,,,1642.9255217283167,24797.597999999998,0:,,,,,,,,0
1833,BasicRequest,1,29160,29160,3236;-1;-1,2944;-1;-1,,,,,2092.667968889259,47831.43,0:,,,,,,,,0
453,BasicRequest,1,28200,28200,10119;-1;-1,2944;-1;-1,,,,,363.8705370301306,4998.65,0:t_wait:369.48563106792426;t_drive:393.87053703013225;fare:499,,,0,14,28780.220154476436,29174.09069150656,499,0
487,BasicRequest,1,28200,28200,10060;-1;-1,2944;-1;-1,,,,,427.3237435185241,6064.819,0:t_wait:387.96437998517285;t_drive:586.1263115213878;fare:606,,,0,14,28587.964379985176,29174.09069150656,606,0
2559,BasicRequest,1,29280,29280,9026;-1;-1,2944;-1;-1,,,,,8967.661176018333,203461.74,0:,,,,,,,,0
3019,BasicRequest,1,26460,26460,5087;-1;-1,2944;-1;-1,,,,,1184.4015216485059,22060.880000000005,0:t_wait:1187.8498960960205;t_drive:1214.4015216485059;fare:2206,,,0.0,1.0,27647.849896096013,29314.818476426204,2206.0,0
1751,BasicRequest,1,28020,28020,2967;-1;-1,2944;-1;-1,,,,,566.7748615940052,9249.51,0:t_wait:698.0436148322005;t_drive:596.7748615940036;fare:924,,,0.0,1.0,28718.043614832197,29314.818476426204,924.0,0
43,BasicRequest,1,29340,29340,2370;-1;-1,2944;-1;-1,,,,,2774.4629364027833,55961.326,0:,,,,,,,,0
1899,BasicRequest,1,29340,29340,9175;-1;-1,2944;-1;-1,,,,,1787.8748732920003,36416.31400000001,0:,,,,,,,,0
1971,BasicRequest,1,29340,29340,10228;-1;-1,2944;-1;-1,,,,,3502.4337446708096,63901.185000000005,0:,,,,,,,,0
1461,BasicRequest,1,28140,28140,3015;-1;-1,2944;-1;-1,,,,,518.6047215876927,8531.738000000001,0:t_wait:513.5186794049223;t_drive:548.6047215876933;fare:853,,,0,3,28653.51867940492,29355.42299985978,853,0
1499,BasicRequest,1,28140,28140,3019;-1;-1,2944;-1;-1,,,,,439.43494444097416,6817.544000000001,0:t_wait:745.988055418813;t_drive:469.4349444409745;fare:681,,,0,3,28885.98805541881,29355.42299985978,681,0
1505,BasicRequest,1,28140,28140,3019;-1;-1,2944;-1;-1,,,,,439.43494444097416,6817.544000000001,0:t_wait:745.988055418813;t_drive:469.4349444409745;fare:681,,,0,3,28885.98805541881,29355.42299985978,681,0
1513,BasicRequest,1,28140,28140,3019;-1;-1,2944;-1;-1,,,,,439.43494444097416,6817.544000000001,0:t_wait:745.988055418813;t_drive:469.4349444409745;fare:681,,,0,3,28885.98805541881,29355.42299985978,681,0
1249,BasicRequest,1,27840,27840,10742;-1;-1,2944;-1;-1,,,,,769.3188525680392,13827.252,0:t_wait:729.9082138411395;t_drive:799.318852568038;fare:1382,,,0,12,28599.908213841143,29399.227066409185,1382,0
861,BasicRequest,1,28140,28140,10053;-1;-1,2944;-1;-1,,,,,694.1199287876337,12039.505,0:t_wait:343.3474805987498;t_drive:915.8795858104313;fare:1203,,,0,12,28483.34748059875,29399.227066409185,1203,0
869,BasicRequest,1,28140,28140,10053;-1;-1,2944;-1;-1,,,,,694.1199287876337,12039.505,0:t_wait:343.3474805987498;t_drive:915.8795858104313;fare:1203,,,0,12,28483.34748059875,29399.227066409185,1203,0
37,BasicRequest,1,29460,29460,2382;-1;-1,2944;-1;-1,,,,,1856.1268052811747,38379.47900000001,0:,,,,,,,,0
61,BasicRequest,1,29520,29520,9495;-1;-1,2944;-1;-1,,,,,3453.6780399529534,77725.0,0:,,,,,,,,0
2459,BasicRequest,1,29520,29520,11880;-1;-1,2944;-1;-1,,,,,3277.065204522892,65053.197,0:,,,,,,,,0
683,BasicRequest,1,28020,28020,10054;-1;-1,2944;-1;-1,,,,,704.233884521482,12170.767999999998,0:t_wait:631.1672917465803;t_drive:734.2338845214836;fare:1217,,,0,10,28651.167291746577,29579.962010805684,1217,0
721,BasicRequest,1,28020,28020,10066;-1;-1,2944;-1;-1,,,,,544.244138553032,8701.984,0:t_wait:821.157037715031;t_drive:574.2441385530328;fare:870,,,0,10,28841.157037715027,29579.962010805684,870,0
727,BasicRequest,1,28920,28920,10066;-1;-1,2944;-1;-1,,,,,544.244138553032,8701.984,0:t_wait:85.7178722526478;t_drive:574.2441385530328;fare:870,,,0,10,29005.71787225265,29579.962010805684,870,0
2041,BasicRequest,1,29640,29640,3999;-1;-1,2944;-1;-1,,,,,5049.33082523769,120271.77899999998,0:,,,,,,,,0
329,BasicRequest,1,29340,29340,2831;-1;-1,2944;-1;-1,,,,,158.75888195292436,2335.616,0:t_wait:162.5192714881232;t_drive:188.75888195292282;fare:233,,,0,19,29502.51927148812,29691.278153441035,233,0
2523,BasicRequest,1,29760,29760,6628;-1;-1,2944;-1;-1,,,,,2238.2180777084204,47457.456000000006,0:,,,,,,,,0
445,BasicRequest,1,29100,29100,10119;-1;-1,2944;-1;-1,,,,,363.8705370301306,4998.65,0:t_wait:369.48563106792426;t_drive:393.87053703013225;fare:499,,,0,5,29469.48563106792,29863.356168098046,499,0
1679,BasicRequest,1,28440,28440,6968;-1;-1,2944;-1;-1,,,,,635.7403684889254,10073.012000000002,0:t_wait:634.4145104319687;t_drive:665.740368488925;fare:1007,,,0,16,29074.41451043196,29867.31947620764,1007,0
1737,BasicRequest,1,28980,28980,6422;-1;-1,2944;-1;-1,,,,,513.3269872774167,8363.664999999999,0:t_wait:343.9924889302165;t_drive:543.3269872774181;fare:836,,,0,16,29323.99248893022,29867.31947620764,836,0
2417,BasicRequest,1,29940,29940,11831;-1;-1,2944;-1;-1,,,,,1988.956702867935,43212.64,0:,,,,,,,,0
2561,BasicRequest,1,29940,29940,10914;-1;-1,2944;-1;-1,,,,,2798.795339299768,61920.47499999999,0:,,,,,,,,0
537,BasicRequest,1,29040,29040,11009;-1;-1,2944;-1;-1,,,,,460.57952701732717,7053.793,0:t_wait:410.90415012044105;t_drive:490.57952701732574;fare:705,,,0.0,2.0,29450.90415012044,29941.48367713776,705.0,0
941,BasicRequest,1,28980,28980,6828;-1;-1,2944;-1;-1,,,,,451.2629379925437,5942.573,0:t_wait:451.0058960502611;t_drive:481.262937992542;fare:594,,,0.0,8.0,29431.00589605026,29984.41787301475,594.0,0
1591,BasicRequest,1,29040,29040,2950;-1;-1,2944;-1;-1,,,,,418.44447833296726,6394.414000000001,0:t_wait:495.97339468178325;t_drive:448.44447833296726;fare:639,,,0.0,8.0,29535.973394681787,29984.41787301475,639.0,0
1621,BasicRequest,1,29040,29040,2950;-1;-1,2944;-1;-1,,,,,418.44447833296726,6394.414000000001,0:t_wait:495.97339468178325;t_drive:448.44447833296726;fare:639,,,0.0,8.0,29535.973394681787,29984.41787301475,639.0,0
803,BasicRequest,1,29040,29040,9939;-1;-1,2944;-1;-1,,,,,467.5412290086855,8034.595999999999,0:t_wait:452.31555883284454;t_drive:497.54122900868606;fare:803,,,0.0,9.0,29492.31555883284,29989.856787841527,803.0,0
1873,BasicRequest,1,30000,30000,6318;-1;-1,2944;-1;-1,,,,,2085.1538083522937,48124.34,0:,,,,,,,,0
2197,BasicRequest,1,30000,30000,6606;-1;-1,2944;-1;-1,,,,,1248.447962063315,22626.904,0:,,,,,,,,0
